Na2W2O7,mm2,Polar 
Na2Zn(GeS3)2,m,Polar 
Na2Zn(SiO3)2,mm2,Polar 
Na2Zn(SnS3)2,mm2,Polar 
Na2Zn2O3,422,Non-polar 
Na2Zn2Si2O7,mm2,Polar 
Na2Zn3(SiO4)2,1,Polar 
Na2ZnGeO4,m,Polar 
Na2ZnSiO4,m,Polar 
Na3AlP3NO9,23,Non-polar 
Na3AlP8O23,432,Non-polar 
Na3As,6mm,Polar 
Na3AsS3,23,Non-polar 
Na3AsSe3,23,Non-polar 
Na3B3(HO2)4,m,Polar 
Na3BeAl(SiO4)2,222,Non-polar 
Na3BiO3,-43m,Polar 
Na3Ca3AlAs4,6mm,Polar 
Na3Ca3AlSb4,6mm,Polar 
Na3GaP8O23,432,Non-polar 
Na3LiP2O7,222,Non-polar 
Na3LiY3P3CO15F2,-43m,Polar 
Na3Mo(OF)3,3,Polar 
Na3MoN3,m,Polar 
Na3NbOF6,222,Non-polar 
Na3Nd2(NO3)9,432,Non-polar 
Na3Np(HO3)2,mm2,Polar 
Na3P6N11,23,Non-polar 
Na3PS3O,mm2,Polar 
Na3PS4,-42m,Polar 
Na3PSe4,-43m,Polar 
Na3SbO3,-43m,Polar 
Na3SbP2O9,222,Non-polar 
Na3SbS3,23,Non-polar 
Na3SbSe3,23,Non-polar 
Na3SbSe4,-43m,Polar 
Na3Sc2(PO4)3,m,Polar 
Na3Sr3GaAs4,6mm,Polar 
Na3Sr3GaP4,6mm,Polar 
Na3TaS4,mm2,Polar 
Na3Tm(SiO3)3,222,Non-polar 
Na3TmSi2O7,6,Polar 
Na3VS4,-42m,Polar 
Na3WN3,m,Polar 
Na3Y(CO3)3,mm2,Polar 
Na3Y(SiO3)3,222,Non-polar 
Na3YH6(CO4)3,mm2,Polar 
Na4Al3Ge3BrO12,-43m,Polar 
Na4Al3Ge3ClO12,-43m,Polar 
Na4Al3Ge3IO12,-43m,Polar 
Na4Al3Si3BrO12,-43m,Polar 
Na4Al3Si3ClO12,-43m,Polar 
Na4Al3Si3IO12,-43m,Polar 
Na4BeAlSi4ClO12,-4,Polar 
Na4Ga3Si3BrO12,-43m,Polar 
Na4Ga3Si3ClO12,-43m,Polar 
Na4LuC3O9F,m,Polar 
Na4Mg(GeSe3)2,2,Polar 
Na4Mg(SiSe3)2,2,Polar 
Na4Mg3P4O15,mm2,Polar 
Na4MoS3O14,222,Non-polar 
Na4P2O7,222,Non-polar 
Na4ReN3,m,Polar 
Na4Sc2Si4O13,mm2,Polar 
Na4SnO3,m,Polar 
Na4SnS4,-42m,Polar 
Na4SnSe4,-42m,Polar 
Na4SnTe4,222,Non-polar 
Na5(InTe3)2,mm2,Polar 
Na5AuSe12,2,Polar 
Na5B(SO4)4,mm2,Polar 
Na5B2P3O13,2,Polar 
Na5Ca2Al(PO4)4,m,Polar 
Na5Dy4Si4O16F,-4,Polar 
Na5Er4Si4O16F,-4,Polar 
Na5Ga7H12S13O6,-43m,Polar 
Na5Ho4Si4O16F,-4,Polar 
Na5Li(Mo3O10)3,mm2,Polar 
Na5LuH4(C2O7)2,-42m,Polar 
Na5Nd4Ge4O16F,-4,Polar 
Na5Nd4Si4O16F,-4,Polar 
Na5Pr4Ge4O16F,-4,Polar 
Na5Pr4Si4O16F,-4,Polar 
Na5ScH4(C2O7)2,-42m,Polar 
Na5Sm4Si4O16F,-4,Polar 
Na5Tb4Si4O16F,-4,Polar 
Na5Tm4Si4O16F,-4,Polar 
Na6P4Pb3S16,3m,Polar 
Na6P4W,6mm,Polar 
Na6W6Se2O25,2,Polar 
Na6ZnS4,6mm,Polar 
Na7In4P9O32,-42m,Polar 
Na8Nb2Cu4S21,222,Non-polar 
Na9ZrP4ClO16,1,Polar 
NaAl(PS3)2,mm2,Polar 
NaAlCl4,222,Non-polar 
NaAlO2,mm2,Polar 
NaAlSiO4,mm2,Polar 
NaAsSe2,m,Polar 
NaBe4SbO7,6mm,Polar 
NaBrO3,23,Non-polar 
NaCNO,3m,Polar 
NaCa9Mg(PO4)7,3m,Polar 
NaCaAlF6,32,Non-polar 
NaCaBeSi2O6F,222,Non-polar 
NaCaH6Ir,-43m,Polar 
NaCaPO4,mm2,Polar 
NaCaSiHO4,2,Polar 
NaCd(PO3)3,222,Non-polar 
NaGa3Se5,222,Non-polar 
NaGaCl4,222,Non-polar 
NaGaO2,mm2,Polar 
NaGaSiO4,6,Polar 
NaGe2N3,mm2,Polar 
NaGe4(PO4)3,3m,Polar 
NaHg2IO2,622,Non-polar 
NaI3O8,-4,Polar 
NaLa(CO3)2,mm2,Polar 
NaLa4I7N2,mm2,Polar 
NaLaH2S2O9,32,Non-polar 
NaLaSiO4,mm2,Polar 
NaLi2AsO4,mm2,Polar 
NaLi3(H2N)4,-4,Polar 
NaLiB4O7,mm2,Polar 
NaLiCO3,-6,Polar 
NaMg4(AsO4)3,-42m,Polar 
NaMg4V3O12,-42m,Polar 
NaMgPO4,222,Non-polar 
NaMoAsO6,mm2,Polar 
NaNb(CuS2)2,mm2,Polar 
NaNb2PO8,2,Polar 
NaNb4Tl3P2O17,mm2,Polar 
NaNbO3,3m,Polar 
NaNbSe2O7,mm2,Polar 
NaNd4I7N2,mm2,Polar 
NaNdH2S2O9,32,Non-polar 
NaNiIO6,32,Non-polar 
NaP,222,Non-polar 
NaPH3NO3,6,Polar 
NaPN2,-42m,Polar 
NaPr4I7N2,mm2,Polar 
NaPt2Se3,6mm,Polar 
NaS2,-42m,Polar 
NaSb3(PO5)2,mm2,Polar 
NaSb3F10,6,Polar 
NaScAs2O7,2,Polar 
NaSe2,-42m,Polar 
NaSi2N3,mm2,Polar 
NaSn4(PO4)3,3m,Polar 
NaSnN,6mm,Polar 
NaSnP,6mm,Polar 
NaSrAlF6,mm2,Polar 
NaTeH6O6F,3,Polar 
NaTh2F9,-42m,Polar 
NaUN3O11,23,Non-polar 
NaV(OF)2,2,Polar 
NaVH2(OF2)2,mm2,Polar 
NaY(IO3)4,m,Polar 
NaY(SeO3)2,mm2,Polar 
NaZn(PO3)3,-43m,Polar 
NaZnSiHO4,222,Non-polar 
Nb2Hg3S(O2F5)2,mm2,Polar 
Nb2O5,2,Polar 
Nb2PS10,222,Non-polar 
Nb2S3O14,mm2,Polar 
Nb2Se4O13,m,Polar 
Nb2Te3O11,222,Non-polar 
Nb2TlPS10,m,Polar 
Nb3SBr7,3m,Polar 
Nb3Sb2Te5,-43m,Polar 
Nb3TeI7,6mm,Polar 
NbAsPCl13,mm2,Polar 
NbBi4BrO8,mm2,Polar 
NbBr2O,2,Polar 
NbCl3O,-42m,Polar 
NbCu3S4,-43m,Polar 
NbCu3Se4,-43m,Polar 
NbCu3Te4,-43m,Polar 
NbFeSb,-43m,Polar 
NbH8N2OF5,m,Polar 
NbI2O,2,Polar 
NbI3O,2,Polar 
NbI4,mm2,Polar 
NbP,4mm,Polar 
NbPO5,mm2,Polar 
NbPb2Se2ClO8,2,Polar 
NbSbO4,mm2,Polar 
NbSbRu,-43m,Polar 
NbSeF9,3,Polar 
NbTl(BO3)2,mm2,Polar 
NbTl3S4,-43m,Polar 
NbTl3Se4,-43m,Polar 
NbTlBr4O,2,Polar 
Nd(AlBr4)3,32,Non-polar 
Nd(PO3)3,222,Non-polar 
Nd2Au5F21,422,Non-polar 
Nd2Be2SiO7,-42m,Polar 
Nd2H6Se7O20,mm2,Polar 
Nd2Si2O7,4,Polar 
Nd2TeO6,222,Non-polar 
Nd2Ti2O7,2,Polar 
Nd2WO6,222,Non-polar 
Nd3BWO9,6,Polar 
Nd3Bi4Au3,-43m,Polar 
Nd3Cu3Sb4,-43m,Polar 
Nd3CuGeS7,6,Polar 
Nd3CuGeSe7,6,Polar 
Nd3CuSiS7,6,Polar 
Nd3CuSiSe7,6,Polar 
Nd3CuSnS7,6,Polar 
Nd3CuSnSe7,6,Polar 
Nd3GaO6,mm2,Polar 
Nd3InS6,222,Non-polar 
Nd3PO7,m,Polar 
Nd3Sb5O12,-43m,Polar 
Nd3SiAgS7,6,Polar 
Nd3SiAgSe7,6,Polar 
Nd4CuTe5(ClO5)3,2,Polar 
Nd4GaSbS9,mm2,Polar 
Nd4InSbS9,422,Non-polar 
Nd4S3NCl3,6mm,Polar 
Nd4Se3O4,mm2,Polar 
Nd8Sb2S15,4mm,Polar 
NdBiPd,-43m,Polar 
NdH5(SeO4)2,222,Non-polar 
NpB3O8,mm2,Polar 
OsSeS3Cl4,2,Polar 
P2Pb3S8,23,Non-polar 
P3H30N7O12,2,Polar 
P3RhO9,m,Polar 
P4PtF12,-43m,Polar 
P4Se3I2,-42m,Polar 
PH2F3,mm2,Polar 
PH8N2O3F,mm2,Polar 
PHN2,222,Non-polar 
PI3,6,Polar 
PICl6,-42m,Polar 
PNCl2,222,Non-polar 
PNF2,mm2,Polar 
PRhSe,23,Non-polar 
PSeCl9,mm2,Polar 
Pb(ClO3)2,mm2,Polar 
Pb2CO4,222,Non-polar 
Pb2SeN2O9,mm2,Polar 
Pb3SeO5,mm2,Polar 
Pb7(ClF6)2,-6,Polar 
PbI2,6mm,Polar 
Pd(XeF8)2,mm2,Polar 
PdF4,mm2,Polar 
Pr(AlBr4)3,32,Non-polar 
Pr(PO3)3,222,Non-polar 
Pr2Au5F21,422,Non-polar 
Pr2Be2GeO7,-42m,Polar 
Pr2Ti2O7,2,Polar 
Pr3AgGeS7,6,Polar 
Pr3AsS5Cl2,m,Polar 
Pr3BWO9,6,Polar 
Pr3Bi4Au3,-43m,Polar 
Pr3Cu3Sb4,-43m,Polar 
Pr3CuGeS7,6,Polar 
Pr3CuGeSe7,6,Polar 
Pr3CuSiS7,6,Polar 
Pr3CuSiSe7,6,Polar 
Pr3CuSnS7,6,Polar 
Pr3CuSnSe7,6,Polar 
Pr3Sb4Au3,-43m,Polar 
Pr3Sb5O12,-43m,Polar 
Pr3Si6N11,4mm,Polar 
Pr3SiAgS7,6,Polar 
Pr3SiAgSe7,6,Polar 
Pr4GaSbS9,mm2,Polar 
Pr4InSbS9,422,Non-polar 
Pr4Mg5Ge6,mm2,Polar 
Pr4PClO8,mm2,Polar 
Pr4S3NCl3,6mm,Polar 
Pr4Se3O4,mm2,Polar 
Pr8Sb2S15,4mm,Polar 
PrBS3,mm2,Polar 
PrH(SeO3)2,mm2,Polar 
PrSiP3,mm2,Polar 
Pt3I8,422,Non-polar 
PtF4,mm2,Polar 
Rb14ZnGe16,mm2,Polar 
Rb2(PSe2)3,mm2,Polar 
Rb2Be2Si2O7,mm2,Polar 
Rb2Be3Cd2F12,23,Non-polar 
Rb2Bi(IO3)5,mm2,Polar 
Rb2Ca2(SO4)3,23,Non-polar 
Rb2Ca2(SiO3)3,m,Polar 
Rb2Cd(IBr)2,mm2,Polar 
Rb2Cd2(SO4)3,23,Non-polar 
Rb2CdSiO4,222,Non-polar 
Rb2GeB4O9,2,Polar 
Rb2LiAsO4,mm2,Polar 
Rb2LiVO4,mm2,Polar 
Rb2Mo3SeO12,6,Polar 
Rb2NaAl6F21,2,Polar 
Rb2PH3SeO8,m,Polar 
Rb2S3,mm2,Polar 
Rb2S5,222,Non-polar 
Rb2Sc(NO3)5,32,Non-polar 
Rb2Se3,mm2,Polar 
Rb2SnHgTe4,-42m,Polar 
Rb2SnO2,222,Non-polar 
Rb2Th(PSe3)3,1,Polar 
Rb2Ti(Si2O5)3,m,Polar 
Rb2TiV3(PO6)3,6mm,Polar 
Rb2UH4(SeO6)2,mm2,Polar 
Rb2Zn3(P2O7)2,2,Polar 
Rb2ZnBr4,mm2,Polar 
Rb2ZnCl4,mm2,Polar 
Rb3AgO2,222,Non-polar 
Rb3Al2(PO4)3,mm2,Polar 
Rb3Bi2I9,m,Polar 
Rb3BiO3,23,Non-polar 
Rb3BiSe3,23,Non-polar 
Rb3H12N5,23,Non-polar 
Rb3Hg2S3ClO12,2,Polar 
Rb3Nb2AsSe11,m,Polar 
Rb3NbO8,-42m,Polar 
Rb3Nd2(NO3)9,432,Non-polar 
Rb3P6N11,432,Non-polar 
Rb3Pr2(NO3)9,432,Non-polar 
Rb3SbS3,23,Non-polar 
Rb3SbSe3,23,Non-polar 
Rb3Sm(PS4)2,2,Polar 
Rb3Ti3(PO4)5,mm2,Polar 
Rb3Tm(SO4)3,m,Polar 
Rb3V5O14,3m,Polar 
Rb3Y2(BO3)3,mm2,Polar 
Rb3Zr2P5S18,m,Polar 
Rb4Al2S5,mm2,Polar 
Rb4BaV6O18,3m,Polar 
Rb4Cu5Cl9,m,Polar 
Rb4Ge(PSe3)4,mm2,Polar 
Rb4Ge3B6O17,m,Polar 
Rb4LiH3(SO4)4,4,Polar 
Rb4Mo5(PO11)2,222,Non-polar 
Rb4Nb2S10O,mm2,Polar 
Rb4SnS4,-43m,Polar 
Rb4Te8O23,mm2,Polar 
Rb4Ti2P6Se25,mm2,Polar 
Rb4V5CdClO15,4,Polar 
Rb5Nb3OF18,4mm,Polar 
Rb5Ti6AgSe27,3m,Polar 
Rb5Zr4F21,2,Polar 
Rb6HgS4,6mm,Polar 
Rb6HgSe4,6mm,Polar 
Rb6Si10O23,mm2,Polar 
Rb6Sn2S7,222,Non-polar 
Rb7NbAs4,mm2,Polar 
Rb8AlAu3O4,222,Non-polar 
Rb8Cu6As8S19,2,Polar 
RbAg2SbS4,32,Non-polar 
RbAgSe4,222,Non-polar 
RbAl3(P3O10)2,222,Non-polar 
RbAlSiO4,mm2,Polar 
RbAs,222,Non-polar 
RbAu(IO3)4,2,Polar 
RbBrO3,3m,Polar 
RbCuSe4,222,Non-polar 
RbEr3F10,6mm,Polar 
RbGa2P5O16,m,Polar 
RbGa3,-42m,Polar 
RbGe,-43m,Polar 
RbGeIO6,32,Non-polar 
RbGeSbO5,mm2,Polar 
RbH2(IO3)3,1,Polar 
RbH3(SeO3)2,222,Non-polar 
RbH3O2,mm2,Polar 
RbHO,mm2,Polar 
RbHSeO4,222,Non-polar 
RbI(OF)2,mm2,Polar 
RbIO3,3m,Polar 
RbInI4,3m,Polar 
RbInPHO5,422,Non-polar 
RbLaSi(CN2)4,-4,Polar 
RbLiB4O7,222,Non-polar 
RbLiCrO4,3m,Polar 
RbLiMoO4,m,Polar 
RbMgAs(H6O5)2,mm2,Polar 
RbMgBO3,23,Non-polar 
RbMgP(H6O5)2,mm2,Polar 
RbMgPO4,mm2,Polar 
RbMoIO6,mm2,Polar 
RbNb(BO3)2,m,Polar 
RbNb2PS10,m,Polar 
RbNb2PSe10,m,Polar 
RbNbSiO5,222,Non-polar 
RbP(HO2)2,mm2,Polar 
RbPH3O4F,mm2,Polar 
RbPPbS4,222,Non-polar 
RbPSe3,32,Non-polar 
RbPSe6,mm2,Polar 
RbPbIO6,622,Non-polar 
RbSbS(O2F)2,mm2,Polar 
RbScAsO4F,mm2,Polar 
RbSi,-43m,Polar 
RbSmGeSe4,222,Non-polar 
RbSnAsO5,mm2,Polar 
RbSnIO6,622,Non-polar 
RbSr(BH4)3,mm2,Polar 
RbTa(CuSe2)2,mm2,Polar 
RbTeHOF4,m,Polar 
RbTeNO3F4,1,Polar 
RbTiAsO5,mm2,Polar 
RbTiPO5,mm2,Polar 
RbTl(SO4)2,32,Non-polar 
RbUSO6F,mm2,Polar 
RbV(CuS2)2,mm2,Polar 
RbV2I3O13,mm2,Polar 
RbV3(SeO6)2,6,Polar 
RbZnPO4,2,Polar 
Re(TeBr2)2,-4,Polar 
Re(TeCl2)2,-4,Polar 
Re2O7,222,Non-polar 
Re2PbO8,3m,Polar 
Re2S2O13,mm2,Polar 
Re3(SBr)7,3m,Polar 
Re3(SCl)7,3m,Polar 
Re3Te4Cl5,mm2,Polar 
Re3Te8Cl3,222,Non-polar 
Re4Si7,m,Polar 
ReBi3O8,23,Non-polar 
ReSbOF10,2,Polar 
ReTeS,-43m,Polar 
ReTeSCl4,-4,Polar 
ReTeSeCl4,-4,Polar 
RuO4,-43m,Polar 
S(ClO)2,mm2,Polar 
S(OF)2,422,Non-polar 
S2I2O11,mm2,Polar 
S2O5F2,-42m,Polar 
S3(NO7)2,m,Polar 
S4I2O15,1,Polar 
SBr,mm2,Polar 
SBr2O,mm2,Polar 
SCl,mm2,Polar 
SClO2F,mm2,Polar 
SIO3F,222,Non-polar 
SO2,mm2,Polar 
Sb(S8I)3,3m,Polar 
Sb2AsAuXeF14,mm2,Polar 
Sb2S2O9,422,Non-polar 
Sb2TeSe2,3m,Polar 
Sb2XeClF11,mm2,Polar 
Sb2XeF12,2,Polar 
Sb3Au3F22,m,Polar 
Sb4H2SO10,mm2,Polar 
Sb6S2O15,mm2,Polar 
SbAs2Cl13,mm2,Polar 
SbAsO5,222,Non-polar 
SbAsPCl13,mm2,Polar 
SbCl3F2,-4,Polar 
SbF3,mm2,Polar 
SbH36S4N11,2,Polar 
SbH3OF6,23,Non-polar 
SbIrS,23,Non-polar 
SbIrSe,23,Non-polar 
SbRhS,23,Non-polar 
SbRhSe,23,Non-polar 
SbSe(BrF2)3,222,Non-polar 
SbTeIr,23,Non-polar 
SbXe2F9,m,Polar 
Sc(PO3)3,-43m,Polar 
Sc2TeO6,32,Non-polar 
Sc4C3,-43m,Polar 
ScAlCO,6mm,Polar 
ScCuS2,3m,Polar 
ScNb6Cl13O3,422,Non-polar 
ScNiBi,-43m,Polar 
ScNiSb,-43m,Polar 
ScP3(HO2)6,3m,Polar 
ScSbPd,-43m,Polar 
ScSbPt,-43m,Polar 
ScSnAu,-43m,Polar 
ScTlP2S7,2,Polar 
Se5SO3F,222,Non-polar 
SeBr4,3m,Polar 
SeF4,222,Non-polar 
SeOF2,mm2,Polar 
Si(Ag4S3)2,mm2,Polar 
Si2H2S3,-42m,Polar 
Si2H6Se,422,Non-polar 
Si2N2O,mm2,Polar 
Si3(BiO3)4,-43m,Polar 
Si3Ag3(SnP3)2,-43m,Polar 
Si3NiP4,-42m,Polar 
Si3P2Pt,1,Polar 
Si4P4Ru,1,Polar 
Si7Tc4,-42m,Polar 
SiC,3m,Polar 
SiF4,-43m,Polar 
SiH8(NF3)2,6mm,Polar 
SiO2,32,Non-polar 
SiOs,23,Non-polar 
SiP,mm2,Polar 
SiPtSe,mm2,Polar 
SiRu,23,Non-polar 
Sm2Au5F21,422,Non-polar 
Sm2Be2GeO7,-42m,Polar 
Sm3BWO9,6,Polar 
Sm3Bi4Au3,-43m,Polar 
Sm3Cu3Sb4,-43m,Polar 
Sm3CuGeS7,6,Polar 
Sm3CuGeSe7,6,Polar 
Sm3CuSiS7,6,Polar 
Sm3CuSiSe7,6,Polar 
Sm3CuSnS7,6,Polar 
Sm3GaO6,mm2,Polar 
Sm3Sb5O12,-43m,Polar 
Sm3Si6N11,4mm,Polar 
Sm3SiAgS7,6,Polar 
Sm4GaSbS9,mm2,Polar 
Sm4InSbS9,422,Non-polar 
Sm4Se3O4,mm2,Polar 
SmTl(PSe3)2,2,Polar 
Sn(HgSe2)2,-4,Polar 
Sn(S4I)4,mm2,Polar 
Sn15Os3O14,m,Polar 
Sn15Ru3O14,m,Polar 
Sn21H14(Cl4O5)4,32,Non-polar 
Sn2Bi2O7,3,Polar 
Sn2ClF3,23,Non-polar 
Sn2H22S6N4O3,422,Non-polar 
Sn2PClO4,mm2,Polar 
Sn2W3Cl14,6,Polar 
Sn3PO4F3,3,Polar 
SnB4O7,mm2,Polar 
SnHg6(As2Br3)2,23,Non-polar 
SnHg6(P2Cl3)2,23,Non-polar 
SnHg7(As2I3)2,23,Non-polar 
SnHg7(P2Br3)2,23,Non-polar 
SnPS3,m,Polar 
Sr(BH)12,3m,Polar 
Sr(BrO3)2,m,Polar 
Sr(ClO3)2,mm2,Polar 
Sr(PIr)2,32,Non-polar 
Sr(PN2)2,6,Polar 
Sr(Si3N4)2,mm2,Polar 
Sr11InSb9,mm2,Polar 
Sr14(SnAs4)3,3,Polar 
Sr2As2O7,4,Polar 
Sr2B5ClO9,mm2,Polar 
Sr2CdAs2,mm2,Polar 
Sr2CuClO2,32,Non-polar 
Sr2GeO4,mm2,Polar 
Sr2GeSe4,mm2,Polar 
Sr2MgGe2O7,-42m,Polar 
Sr2MgSi2O7,-42m,Polar 
Sr2Nb2O7,mm2,Polar 
Sr2P6O17,2,Polar 
Sr2P7Br,23,Non-polar 
Sr2P7I,23,Non-polar 
Sr2ScGaO5,mm2,Polar 
Sr2Si5N8,mm2,Polar 
Sr2SnS4,mm2,Polar 
Sr2SnSe5,222,Non-polar 
Sr2Ta2O7,mm2,Polar 
Sr2ZnGe2O7,-42m,Polar 
Sr2ZnSi2O7,-42m,Polar 
Sr3Al2Cl2O5,222,Non-polar 
Sr3As4,mm2,Polar 
Sr3B6O11F2,2,Polar 
Sr3P4,mm2,Polar 
Sr3Sb4S9,mm2,Polar 
Sr3TaGa3(SiO7)2,32,Non-polar 
Sr3Zn3Te(PO7)2,32,Non-polar 
Sr4Al6CrO16,mm2,Polar 
Sr4Al6SO12,-43m,Polar 
Sr4Al6TeO12,-43m,Polar 
Sr4B14O25,mm2,Polar 
Sr4Br6O,6mm,Polar 
Sr4Cl6O,6mm,Polar 
Sr4GeAs4,-43m,Polar 
Sr4GeP4,-43m,Polar 
Sr4I6O,6mm,Polar 
Sr4SiAs4,-43m,Polar 
Sr4TiAs4,-43m,Polar 
Sr4TiP4,-43m,Polar 
Sr5B3ClO9,222,Non-polar 
Sr5Zr3F22,222,Non-polar 
Sr6B(PO4)5,-42m,Polar 
Sr6Cu3N5,4mm,Polar 
